58.9261	60.2014	58.9785	62.9226	61.6914	62.9263	60.9412	63.6468	61.6729	63.9486	60.5449	60.1705	62.5129	63.0988	63.1699	63.1414	63.9903	62.3362	64.7251	65.9335	65.7315	65.1566	65.9602	61.9874	64.0415	63.9356	61.6238	63.5587	62.7557	63.1038	63.2194	66.5411	61.1146	63.0835	58.6238	59.2165	61.0901	62.5345	59.125	62.0591	62.8094	64.8744	63.8101	64.3582	64.8803	63.3677	63.4603	60.5941	59.8099	63.3083	58.9773	62.1232	63.7621	62.4798	62.0872	67.511	62.9223	65.4472	62.1743	62.8606	62.7158	64.3763	63.8064	62.2861	62.5684	61.5396	59.3128	65.9516	62.0282	59.568	61.9799	64.4068	64.1796	66.2414	63.5933	65.9596	65.2486	64.9035	61.6708	62.4264	63.2617	64.0724	63.9235	65.4089	64.3265	67.3035	67.1865	63.1007	62.6305	66.8921	67.1302	67.2328	64.4461	65.2926	66.3323	64.228	60.5709	59.8534	58.6935	59.4127
58.4196	58.896	60.8419	63.7592	62.9465	62.0915	60.9618	65.1343	63.7914	65.152	61.055	60.4002	62.7556	63.7775	63.8008	64.1461	64.638	62.3079	63.977	64.9185	64.8181	64.0968	65.0513	60.9557	63.236	64.2222	62.3256	62.6491	61.153	60.873	63.0534	66.4736	60.7795	63.3739	60.1306	61.7432	64.2026	63.6345	60.5614	63.9478	64.1464	64.296	64.3514	63.0534	63.2234	64.6613	63.261	60.5098	60.3756	62.5668	58.8515	63.4115	63.1028	63.419	61.3798	67.5634	63.1069	65.1034	62.1795	62.408	61.4467	64.0059	63.4714	62.5621	64.5363	62.2792	59.6396	67.2722	63.0534	61.0722	64.0004	63.9934	63.2623	67.2916	62.6669	65.375	64.6398	61.7274	61.0896	61.6115	63.5928	62.1969	63.4241	64.1069	65.2642	66.0668	67.3757	60.2197	63.7864	65.3864	65.5193	67.3203	64.7822	64.2738	66.4618	61.4091	60.3639	60.141	58.4997	59.9626
61.9492	59.9763	62.5314	64.2105	65.5058	62.9167	61.1866	63.2112	63.0717	63.7333	60.3435	59.3321	61.91	63.9708	64.0152	63.5752	64.6505	62.0576	63.4553	65.7192	64.0662	63.8902	65.3196	61.3094	62.4211	64.0853	60.8144	62.0058	61.4915	61.5231	63.5039	67.4187	62.4658	65.3605	62.6673	62.1437	64.6632	64.5365	61.9668	64.4497	64.3852	64.2765	64.489	63.365	62.0299	63.9032	61.5735	60.3927	60.953	62.1235	58.9357	63.2067	63.8773	66.3717	62.4922	67.0761	64.4486	64.1546	63.796	61.6428	60.4166	62.2533	63.3262	61.4132	65.5838	60.4145	61.3817	67.9589	64.7519	61.9439	63.9076	63.1813	63.8539	64.9597	61.1965	64.1057	62.6284	62.3962	60.8803	62.1528	65.0022	62.8946	65.0531	65.7523	66.7685	67.7653	68.7071	61.0734	64.5142	64.3854	65.8633	66.2045	64.9236	61.8714	65.4987	60.2494	61.3473	57.9978	58.3335	59.2333
62.879	61.4492	62.323	64.7352	66.0652	62.5432	60.9167	60.7448	61.7046	62.5762	60.2331	60.2706	62.2188	65.0783	65.6238	63.5039	65.4234	60.7361	62.0466	64.6358	61.7025	64.8447	64.721	61.0181	64.2177	65.1862	62.1132	64.7535	60.895	60.9261	65.2247	67.3988	63.1072	64.7699	62.9298	62.7992	67.252	66.0055	62.7289	64.781	65.6277	65.8124	65.2149	63.5785	60.1866	63.271	63.3049	61.4837	60.4574	62.6697	59.2456	64.081	64.486	65.2229	61.0325	66.8185	64.041	65.314	63.5967	60.6699	61.0732	63.4202	62.7314	60.4259	62.5923	59.2591	60.1229	66.3796	63.4247	61.4203	63.3425	63.7771	63.4251	66.9103	60.3194	65.1135	63.5436	63.8172	61.8487	62.5879	63.7775	63.3953	64.7369	65.8425	65.6704	64.826	69.957	61.4896	64.1696	63.0141	63.8	65.1951	66.641	60.4324	64.9601	60.8388	61.6242	57.465	59.1424	58.9728
63.369	62.2988	62.8215	65.2429	66.2238	62.6951	61.5176	62.078	62.1338	64.8934	60.3242	61.3051	62.9575	64.2192	63.9526	61.4786	61.4096	59.6481	59.2999	62.0392	59.9476	63.171	63.2821	61.7737	63.282	65.0757	61.6512	65.0082	61.7771	60.6869	62.4725	66.493	63.6726	64.8928	64.757	62.9709	67.3496	68.3606	64.4044	64.7087	66.0486	63.3011	65.5844	63.6918	59.7442	62.2927	61.6197	61.0952	61.7309	60.4682	60.1448	63.4265	62.9212	64.6066	60.8573	65.8165	63.5142	64.4758	62.6714	60.4893	60.5395	61.6926	60.6005	60.758	61.4244	59.648	60.8318	66.6343	65.0068	64.097	62.7854	64.4434	63.859	65.4527	60.5487	64.2893	60.4806	63.2147	62.0923	61.6545	64.5741	64.3676	63.0843	66.2322	65.2969	63.1264	69.2086	60.4829	64.0247	62.3925	64.6637	66.5628	67.0816	59.8827	65.315	59.1157	62.379	57.0052	58.9888	58.6733
63.52	63.2104	62.8177	63.5394	67.0584	61.7953	61.6669	63.3164	62.7776	64.8791	61.2703	61.6179	64.7963	67.2739	64.2978	62.0549	62.1444	61.1459	60.9558	61.2386	59.2659	62.1407	63.6251	61.9214	63.4292	64.977	62.5552	65.5891	62.3288	60.3836	62.4636	65.5934	63.5937	63.5431	62.797	63.0611	68.311	68.2249	64.6912	64.858	67.3031	64.0522	65.9211	64.2878	61.9135	63.9071	62.6504	62.3754	64.1027	61.823	61.3457	63.7338	63.3476	64.6655	61.8928	63.0642	63.5845	62.0922	62.3169	59.9038	60.2885	62.1089	61.9091	60.7721	62.8268	60.1883	61.8549	67.0629	64.996	65.2437	63.8124	63.5843	63.2041	65.3297	60.3324	63.9223	60.9886	63.8179	63.4485	63.9719	65.4465	64.7424	62.8788	66.1207	66.1126	63.5068	66.8708	60.1604	63.0925	62.2068	64.0001	64.0441	66.7836	60.7715	63.9939	60.3978	63.9357	57.3961	60.2739	58.2818
63.5397	62.421	60.4771	61.6396	65.7858	62.919	63.5268	63.2511	64.1837	67.6995	62.8716	63.0828	64.717	67.689	64.6518	61.8418	61.129	61.5432	60.9206	60.8042	57.9596	62.0145	63.7853	63.0033	63.7412	64.1513	62.8256	65.0151	63.0358	61.9677	62.8989	64.1005	64.5696	64.9979	63.9874	63.8768	66.7142	67.2661	65.8321	64.5856	65.359	62.8148	65.4466	63.8283	61.3295	64.0114	62.8019	63.5865	65.0875	61.4157	62.6873	64.5478	63.5252	64.9464	61.3483	62.0925	63.6486	61.701	63.3179	60.9762	61.2015	62.8946	63.8446	62.5809	63.6941	60.745	60.9025	66.734	65.4818	65.4496	63.0038	64.6291	63.1078	65.7507	60.8026	64.4797	61.8295	65.0236	63.8744	65.4863	67.623	64.3431	62.4005	64.883	66.8802	63.3078	66.1818	59.5423	64.6216	61.85	63.9043	63.7849	66.5574	60.1571	63.7287	60.4565	65.6593	58.9263	59.4007	57.9768
64.1391	63.093	63.0513	61.1746	64.4182	64.275	60.9018	63.7382	65.3314	64.5475	63.7836	64.2398	65.2268	70.1649	64.1363	60.8246	62.1107	61.0227	59.3404	59.0559	56.4952	62.2113	63.0806	62.6894	63.5392	65.0361	61.9287	66.382	61.6099	61.5784	63.5742	62.37	62.2864	64.7456	61.2038	63.3981	64.2087	64.5799	64.6333	65.1165	65.0706	62.6365	63.6198	64.1616	61.662	64.1151	61.6114	62.1909	64.4153	61.5038	63.2075	63.8107	63.1371	65.0198	64.2947	62.8879	63.389	60.8917	62.3706	60.5116	60.9772	59.9097	62.9001	62.5249	62.7276	61.7244	62.7478	64.7171	64.4482	65.1364	62.5033	63.1605	60.864	63.8209	60.463	64.7033	60.7289	64.4388	65.2693	66.1986	66.7986	65.055	63.8383	65.0142	65.8892	62.9399	65.7694	61.1836	65.4548	60.2805	63.3326	64.3848	67.1065	61.1815	63.3381	60.945	66.7441	61.8532	60.8355	59.851
65.818	63.2711	61.3311	60.264	62.946	65.249	59.6538	60.214	63.8493	64.4109	62.9204	64.5137	63.7224	69.3737	65.3803	60.7317	60.2698	61.2215	59.7783	59.2996	56.8647	61.4919	62.6931	64.7681	65.0246	65.3915	62.6139	66.8664	63.7033	63.9557	63.4859	61.4461	62.1366	64.633	61.7168	62.0968	61.7186	64.2349	65.1075	64.5264	65.4937	62.9007	64.3257	66.7675	63.4829	63.2467	62.2825	62.1045	64.9414	61.2645	62.994	61.5369	63.2062	63.7622	63.518	62.0579	63.6285	61.7454	62.1159	62.2961	63.1068	61.4045	64.2573	62.9932	60.7231	63.3671	61.827	63.4175	64.4031	63.8223	61.9543	64.9294	62.2317	63.9416	62.3105	65.4188	62.3404	65.7742	65.1999	66.2048	67.084	64.9351	64.4854	65.5473	64.8882	62.7008	66.4768	61.8036	65.1366	59.8878	63.2047	64.3872	67.5845	59.9275	63.3402	62.6171	67.0512	61.4555	60.5963	60.2784
64.5766	63.0697	61.6517	60.6731	62.5495	66.6884	61.6419	60.1582	65.5682	64.3007	63.5867	64.5125	63.7285	68.1244	65.9765	62.8284	61.627	61.4714	61.7802	59.7135	58.2326	61.9855	60.3859	61.4952	64.6796	63.3257	62.611	65.8318	63.2938	64.9635	64.7255	61.2589	61.3445	63.8774	60.7832	61.1604	59.2495	63.982	63.6619	63.5455	64.2174	63.6609	64.6189	68.2333	64.2456	64.3634	64.8867	63.2893	64.2699	61.5142	61.678	61.011	62.0129	62.0912	61.5241	61.7872	62.5137	62.8058	61.8809	62.2581	62.8986	63.0456	63.2999	63.3435	59.7232	63.6614	60.726	62.7224	64.1623	64.9461	62.6684	64.4318	61.3241	65.264	62.5849	66.0001	62.4184	65.236	66.4681	65.5756	65.6415	64.2066	62.379	63.1678	63.6978	61.1242	66.0977	62.9621	65.0562	60.7989	62.9565	64.8343	67.2706	60.7941	60.8169	62.8185	65.7627	62.7311	58.7879	59.7995
